TARIH;ISLEM  KODU;BULTEN ADI;PAZAR GRUBU;PAZAR;YAPISAL BAZDA PIYASA ALT BOLUMU;ENSTRUMAN GRUBU;ENSTRUMAN TIPI;ENSTRUMAN SINIFI;ISLEM YONTEMI;PIYASA YAPICI;BIST 100 ENDEKS;BIST 30 ENDEKS;BRUT TAKAS;OZSERMAYE HALI;GECICI DURDURMA;ONCEKI KAPANIS FIYATI;ACILIS FIYATI;ACILIS SEANSI FIYATI;EN DUSUK FIYAT;EN YUKSEK FIYAT;KAPANIS FIYATI;KAPANIS SEANSI FIYATI;DEGISIM (%);BEKLEYEN EN IYI ALIS;BEKLEYEN EN IYI SATIS;A.O.F;TOPLAM ISLEM HACMI;TOPLAM ISLEM ADEDI;TOPLAM SOZLESME SAYISI;REFERANS FIYAT;ACILIS SEANSI ISLEM HACMI;ACILIS SEANSI ISLEM MIKTARI;ACILIS SEANSI SOZLESME SAYISI;KAPANIS SEANSI ISLEM HACMI;KAPANIS SEANSI ISLEM MIKTARI;KAPANIS SEANSI SOZLESME SAYISI;KAPANIS FIYATINDAN ISLEMLER ISLEM HACMI;KAPANIS FIYATINDAN ISLEMLER ISLEM MIKTARI;KAPANIS FIYATINDAN ISLEMLER SOZLESME SAYISI;EN DUSUK ACIGA SATIS FIYATI;EN YUKSEK ACIGA SATIS FIYATI;ACIGA SATIS A.O.F;ACIGA SATIS ISLEM HACMI;ACIGA SATIS ISLEM ADEDI;ACIGA SATIS SOZLESME SAYISI;OZEL ISLEM BILDIRIMI EN DUSUK FIYAT;OZEL ISLEM BILDIRIMI EN YUKSEK FIYAT;OZEL ISLEM BILDIRIMI A.O.F.;OZEL ISLEM BILDIRIMI ISLEM HACMI;OZEL ISLEM BILDIRIMI ISLEM ADEDI;OZEL ISLEM BILDIRIMI SOZLESME SAYISI;ORTA NOKTA ISLEMLERI ISLEM HACMI;ORTA NOKTA ISLEMLERI ISLEM ADEDI;ORTA NOKTA ISLEMLERI SOZLESME SAYISI;ACIGA SATIS;BIST KATILIM TUM ENDEKS
TRADE DATE;INSTRUMENT SERIES CODE;INSTRUMENT NAME;MARKET SUB SEGMENT;MARKET SEGMENT;MARKET;INSTRUMENT GROUP;INSTRUMENT TYPE;INSTRUMENT CLASS;TRADING METHOD;MARKET MAKER;BIST 100 INDEX;BIST 30 INDEX;GROSS SETTLEMENT;CORPORATE ACTION;SUSPENDED;PREVIOUS LAST PRICE;OPENING PRICE;OPENING SESSION PRICE;LOWEST PRICE;HIGHEST PRICE;CLOSING PRICE;CLOSING SESSION PRICE;CHANGE TO PREVIOUS CLOSING (%);REMAINING BID;REMAINING ASK;VWAP;TOTAL TRADED VALUE;TOTAL TRADED VOLUME;TOTAL NUMBER OF CONTRACTS;REFERENCE PRICE;TRADED VALUE AT OPENING SESSION;TRADED VOLUME AT OPENING SESSION;NUMBER OF CONTRACTS AT OPENING SESSION;TRADED VALUE AT CLOSING SESSION;TRADED VOLUME AT CLOSING SESSION;NUMBER OF CONTRACTS AT CLOSING SESSION;TRADED VALUE OF TRADES AT CLOSING PRICE;TRADED VOLUME OF TRADES AT CLOSING PRICE;NUMBER OF CONTRACTS OF TRADES AT CLOSING PRICE;LOWEST SHORT SALE PRICE;HIGHEST SHORT SALE PRICE;SHORT SALE VWAP;TRADED VALUE OF SHORT SALE TRADES;TRADED VOLUME OF SHORT SALE TRADES;NUMBER OF CONTRACTS OF SHORT SALE TRADES;LOWEST TRADE REPORT PRICE;HIGHEST TRADE REPORT PRICE;TRADE REPORT VWAP;TRADE REPORT TRADED VALUE;TRADE REPORT TRADED VOLUME;NUMBER OF TRADE REPORTS;MIDPOINT TRADED VALUE;MIDPOINT TRADED VOLUME;MIDPOINT NUMBER OF CONTRACTS;SHORT SELL;BIST PARTICIPATION ALL INDEX
2025-05-14;TEIWZ.V;TTKOMP1407250044.00IYM00000.2NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWTTKIYM;PY;1;0;0;0;;0;0.38;0;0;0;0;0;0;0;0.15;0.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;TEIXA.V;TTKOMP1407250040.00IYM00000.2NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWTTKIYM;PY;1;0;0;0;;0;0.26;0;0;0;0;0;0;0;0.1;0.11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;TGBAA.V;THLESC1807250275.00BNP000.001NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWTLSBNP;PY;1;0;0;0;;0;0.52;0.41;0;0.41;0.41;0.41;0;-21.154;0;0;0.41;5.33;13;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;TGBAB.V;THLESC1807250300.00BNP000.001NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWTLSBNP;PY;1;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;TGBAC.V;THLESC1807250350.00BNP000.001NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWTLSBNP;PY;1;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;TGBPA.V;THLESP1807250225.00BNP000.001NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWTLSBNP;PY;1;0;0;0;;0;0.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;TGBPB.V;THLESP1807250200.00BNP000.001NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWTLSBNP;PY;1;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;TGBPC.V;THLESP1807250175.00BNP000.001NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWTLSBNP;PY;1;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;TGSAA.V;THLESC3107250253.00GSI000.001NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWTLSGSI;PY;1;0;0;0;;0;0;0;0;0;0;0;0;0;0.56;0.58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;TGSAB.V;THLESC3107250285.00GSI000.001NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWTLSGSI;PY;1;0;0;0;;0;0;0;0;0;0;0;0;0;0.22;0.24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;TGSAC.V;THLESC3107250316.00GSI000.001NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWTLSGSI;PY;1;0;0;0;;0;0;0;0;0;0;0;0;0;0.08;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;TGSAD.V;THLESC3107250348.00GSI000.001NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWTLSGSI;PY;1;0;0;0;;0;0;0;0;0;0;0;0;0;0.03;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;TGSPA.V;THLESP3107250177.00GSI000.001NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWTLSGSI;PY;1;0;0;0;;0;0;0;0;0;0;0;0;0;0.1;0.12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;TGSPB.V;THLESP3107250196.00GSI000.001NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWTLSGSI;PY;1;0;0;0;;0;0;0;0;0;0;0;0;0;0.2;0.22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;TGSPC.V;THLESP3107250215.00GSI000.001NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWTLSGSI;PY;1;0;0;0;;0;0;0;0;0;0;0;0;0;0.38;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;TGSPD.V;THLESP3107250234.00GSI000.001NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWTLSGSI;PY;1;0;0;0;;0;0;0;0;0;0;0;0;0;0.71;0.73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;TK1DL.V;THYAOC3005250420.00IYF0000.03NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWTHYIYF;PY;1;0;0;0;;0;0.01;0.03;0;0.03;0.04;0.04;0;300;0.01;4.95;0.04;440.03;11001;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;TK1DM.V;THYAOC3005250410.00IYF0000.03NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWTHYIYF;PY;1;0;0;0;;0;0.01;0;0;0;0;0;0;0;0.01;0.04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;TK1DN.V;THYAOC3005250385.00IYF0000.03NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWTHYIYF;PY;1;0;0;0;;0;0.02;0.04;0;0.01;0.04;0.02;0;0;0.01;0.02;0.01;92.7;9266;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;TK1DO.V;THYAOC3005250350.00IYF0000.03NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWTHYIYF;PY;1;0;0;0;;0;0.11;0.09;0;0.08;0.09;0.08;0;-27.273;0.07;0.08;0.088;24570.92;280788;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;TK1DP.V;THYAOC3005250320.00IYF0000.03NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWTHYIYF;PY;1;0;0;0;;0;0.34;0.28;0;0.26;0.3;0.27;0;-20.588;0.26;0.27;0.278;194314.64;698476;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;TK1DQ.V;THYAOC1505250435.00IYF0000.03NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWTHYIYF;PY;1;0;0;0;;0;0.03;0;0;0;0;0;0;0;0;0.01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;TK1DR.V;THYAOC1505250385.00IYF0000.03NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWTHYIYF;PY;1;0;0;0;;0;0.04;0;0;0;0;0;0;0;0;0.01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;TK1DS.V;THYAOC1505250375.00IYF0000.03NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWTHYIYF;PY;1;0;0;0;;0;0.05;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;TK1DT.V;THYAOC1505250355.00IYF0000.03NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWTHYIYF;PY;1;0;0;0;;0;0.04;0;0;0;0;0;0;0;0;0.04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;TK1DU.V;THYAOC3005250425.00IYF0000.03NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWTHYIYF;PY;1;0;0;0;;0;0.01;0.01;0;0.01;0.01;0.01;0;0;0.01;0.04;0.01;58.82;5882;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;TK1DV.V;THYAOC3005250400.00IYF0000.03NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWTHYIYF;PY;1;0;0;0;;0;0.01;0.01;0;0.01;0.01;0.01;0;0;0;0.03;0.01;6.89;689;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;TK1DW.V;THYAOC3005250360.00IYF0000.03NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWTHYIYF;PY;1;0;0;0;;0;0.07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;TK1DX.V;THYAOC3006250445.00IYF0000.03NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWTHYIYF;PY;1;0;0;0;;0;0.04;0.04;0;0.04;0.04;0.04;0;0;0.03;0.05;0.04;799.84;19996;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;TK1DY.V;THYAOC3006250420.00IYF0000.03NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWTHYIYF;PY;1;0;0;0;;0;0.07;0.07;0;0.06;0.07;0.06;0;-14.286;0.05;0.06;0.06;3020.37;50291;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;TK1DZ.V;THYAOC3006250385.00IYF0000.03NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWTHYIYF;PY;1;0;0;0;;0;0.17;0.14;0;0.14;0.14;0.14;0;-17.647;0.14;0.15;0.14;5999.98;42857;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;TK1EA.V;THYAOC3006250350.00IYF0000.03NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWTHYIYF;PY;1;0;0;0;;0;0.37;0.34;0;0.33;0.34;0.34;0;-8.108;0.3;0.32;0.331;11529.97;34860;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;TK1EB.V;THYAOC3006250335.00IYF0000.03NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWTHYIYF;PY;1;0;0;0;;0;0.49;0.47;0;0.42;0.48;0.43;0;-12.245;0.42;0.43;0.439;175033.09;398568;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;TK1EC.V;THYAOC1306250430.00IYF0000.03NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWTHYIYF;PY;1;0;0;0;;0;0.04;0;0;0;0;0;0;0;0.01;0.04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;TK1ED.V;THYAOC1306250395.00IYF0000.03NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWTHYIYF;PY;1;0;0;0;;0;0.04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;TK1EE.V;THYAOC1306250370.00IYF0000.03NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWTHYIYF;PY;1;0;0;0;;0;0.1;0.08;0;0.08;0.08;0.08;0;-20;0.07;0.08;0.08;0.8;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;TK1EF.V;THYAOC1306250345.00IYF0000.03NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWTHYIYF;PY;1;0;0;0;;0;0.23;0.19;0;0.18;0.2;0.19;0;-17.391;0;0;0.18;13568.9;75216;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;TK1EG.V;THYAOC3107250415.00IYF0000.03NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWTHYIYF;PY;1;0;0;0;;0;0.15;0;0;0;0;0;0;0;0.12;0.13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;TK1EH.V;THYAOC3107250390.00IYF0000.03NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWTHYIYF;PY;1;0;0;0;;0;0.25;0.22;0;0.22;0.22;0.22;0;-12;0;0;0.22;3872;17600;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;TK1EI.V;THYAOC3107250365.00IYF0000.03NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWTHYIYF;PY;1;0;0;0;;0;0.41;0.38;0;0.37;0.38;0.37;0;-9.756;0.35;0.37;0.375;300;800;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;TK1EJ.V;THYAOC3107250330.00IYF0000.03NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWTHYIYF;PY;1;0;0;0;;0;0.75;0.71;0;0.71;0.71;0.71;0;-5.333;0.66;0.68;0.71;1420;2000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;TK1EK.V;THYAOC3107250300.00IYF0000.03NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWTHYIYF;PY;1;0;0;0;;0;1.19;1.14;0;1.08;1.14;1.08;0;-9.244;1.06;1.08;1.094;31338.89;28642;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;TK1EL.V;THYAOC1807250405.00IYF0000.03NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWTHYIYF;PY;1;0;0;0;;0;0.16;0;0;0;0;0;0;0;0.13;0.14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;TK1EM.V;THYAOC1807250370.00IYF0000.03NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWTHYIYF;PY;1;0;0;0;;0;0.33;0;0;0;0;0;0;0;0.28;0.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;TK1EN.V;THYAOC1807250345.00IYF0000.03NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWTHYIYF;PY;1;0;0;0;;0;0.53;0;0;0;0;0;0;0;0.46;0.48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;TK1EO.V;THYAOC1807250320.00IYF0000.03NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWTHYIYF;PY;1;0;0;0;;0;0.8;0.77;0;0.76;0.77;0.76;0;-5;0.7;0.72;0.768;46.1;60;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;TK1RV.V;THYAOP3005250330.00IYF0000.03NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWTHYIYF;PY;1;0;0;0;;0;0.79;0;0;0;0;0;0;0;0.9;0.92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;TK1RW.V;THYAOP3005250310.00IYF0000.03NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWTHYIYF;PY;1;0;0;0;;0;0.42;0;0;0;0;0;0;0;0.49;0.51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;TK1RX.V;THYAOP3005250295.00IYF0000.03NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWTHYIYF;PY;1;0;0;0;;0;0.24;0;0;0;0;0;0;0;0.29;0.31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;TK1RY.V;THYAOP3005250285.00IYF0000.03NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWTHYIYF;PY;1;0;0;0;;0;0.15;0;0;0;0;0;0;0;0.18;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;TK1RZ.V;THYAOP1505250325.00IYF0000.03NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWTHYIYF;PY;1;0;0;0;;0;0.59;0;0;0;0;0;0;0;0.75;0.78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;TK1SA.V;THYAOP1505250300.00IYF0000.03NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWTHYIYF;PY;1;0;0;0;;0;0.08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;TK1SB.V;THYAOP1505250290.00IYF0000.03NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWTHYIYF;PY;1;0;0;0;;0;0.02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;TK1SC.V;THYAOP3005250335.00IYF0000.03NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWTHYIYF;PY;1;0;0;0;;0;0.89;0;0;0;0;0;0;0;1.01;1.03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;TK1SD.V;THYAOP3005250300.00IYF0000.03NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWTHYIYF;PY;1;0;0;0;;0;0.29;0.34;0;0.34;0.34;0.34;0;17.241;0.34;0.36;0.34;297.16;874;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;TK1SE.V;THYAOP3006250350.00IYF0000.03NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWTHYIYF;PY;1;0;0;0;;0;1.22;0;0;0;0;0;0;0;1.32;1.35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;TK1SF.V;THYAOP3006250325.00IYF0000.03NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWTHYIYF;PY;1;0;0;0;;0;0.75;0;0;0;0;0;0;0;0.83;0.85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;TK1SG.V;THYAOP3006250295.00IYF0000.03NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWTHYIYF;PY;1;0;0;0;;0;0.35;0.4;0;0.39;0.4;0.39;0;11.429;0.4;0.42;0.395;19750;50000;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;TK1SH.V;THYAOP3006250270.00IYF0000.03NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWTHYIYF;PY;1;0;0;0;;0;0.16;0;0;0;0;0;0;0;0.18;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;TK1SI.V;THYAOP1306250300.00IYF0000.03NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWTHYIYF;PY;1;0;0;0;;0;0.29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;TK1SJ.V;THYAOP1306250265.00IYF0000.03NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWTHYIYF;PY;1;0;0;0;;0;0.06;0;0;0;0;0;0;0;0.08;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;TK1SK.V;THYAOP1306250250.00IYF0000.03NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWTHYIYF;PY;1;0;0;0;;0;0.09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;TK1SL.V;THYAOP3107250325.00IYF0000.03NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWTHYIYF;PY;1;0;0;0;;0;0.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;TK1SM.V;THYAOP3107250310.00IYF0000.03NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWTHYIYF;PY;1;0;0;0;;0;0.4;0.45;0;0.45;0.46;0.46;0;15;0.45;0;0.46;464.5;1010;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;TK1SN.V;THYAOP3107250285.00IYF0000.03NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWTHYIYF;PY;1;0;0;0;;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;TK1SO.V;THYAOP3107250265.00IYF0000.03NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWTHYIYF;PY;1;0;0;0;;0;0.12;0;0;0;0;0;0;0;0.14;0.16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;TK1SP.V;THYAOP1807250295.00IYF0000.03NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWTHYIYF;PY;1;0;0;0;;0;0.29;0;0;0;0;0;0;0;0.33;0.35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;TK1SQ.V;THYAOP1807250270.00IYF0000.03NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWTHYIYF;PY;1;0;0;0;;0;0.15;0;0;0;0;0;0;0;0.17;0.19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
